incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
Inc002746,Sexual Assault,Southwest,Centerville,Ca,8482 Elm Blvd,37.238282,-71.370579,2019-10-26 14:32:51,Off0004,Carol,Taylor,1466.0,Sus00306,Richard,Wright,62.0,Female,White,Vic00810,Karen,Martin,,Male,,Unarmed,High,Closed,Arrest Made,4.0,6239.43,Yes,Incident At 8482 Elm Blvd. Officer Responded At Scene.
Inc004394,Robbery,North,Centerville,Pa,1532 Park Rd,26.573748,-97.558589,2023-11-22 08:01:40,Off0056,Barbara,Torres,5389.0,Sus00748,Jessica,Miller,70.0,Male,White,Vic00025,John,Young,67.0,Other,7697239101,Knife,Low,Open,Arrest Made,5.0,43858.2,,Incident At 1532 Park Rd. Officer Responded At Scene.
Inc004441,Assault,East,Hillcrest,Pa,4310 Washington Ave,38.691493,-106.766044,2020-01-03 01:00:36,Off0092,Robert,Hill,8006.0,,,,,,,Vic00206,Patricia,Garcia,50.0,Unknown,7936407385,,Critical,Resolved,Arrest Made,1.0,16497.61,Yes,Incident At 4310 Washington Ave. Officer Responded At Scene.
Inc003215,Burglry,South,Lakewood,Fl,3851 Sunset Blvd,31.337489,-80.926832,2023-04-12 06:51:36,Off0065,Ashley,Garcia,8347.0,Sus00531,Ashley,Thompson,40.0,Male,,Vic00565,Michelle,Moore,,Male,7548649523,Blunt Object,Critical,Under Investigation,Arrest Made,1.0,46406.24,Yes,
Inc99149,Fraud,East,Fairview,Ny,821 Main St,30.988058,-102.526372,2023-11-30 01:32:38,Off0131,Mark,Thomas,9748.0,Sus00344,Robert,Jones,,Other,,Vic01000,Matthew,Thomas,54.0,,8957388836,,Low,,No Arrest,2.0,13606.95,,
Inc000669,Property Damage,Central,Oakdale,Nc,2008 Oak Ave,,-112.31434,2018-12-26 18:06:13,Off0087,Mary,Scott,4895.0,Sus00745,Ashley,Thomas,59.0,Male,White,Vic00565,Daniel,Martin,,,7767541727,Knife,Medium,Pending,,0.0,15692.8,No,Incident At 2008 Oak Ave. Officer Responded At Scene.
Inc002428,Sexual Assault,East,Lakewood,Nc,6160 Oak Ave,28.259575,-117.673684,2020-02-11 09:19:53,Off0019,Jessica,White,1425.0,Sus00556,Emily,Martin,,Male,Hispanic,Vic00667,Joseph,Brown,84.0,,7524219854,,,Open,No Arrest,2.0,43997.69,Yes,Incident At 6160 Oak Ave. Officer Responded At Scene.
Inc001235,Arson,Central,Springfield,Oh,1523 Cedar Lane,30.41987,-95.157358,2024-01-17 02:32:45,Off0046,Sarah,Davis,8996.0,Sus00652,William,Flores,52.0,Male,,Vic00587,William,Harris,21.0,Female,8568952081,Knife,High,Pending,Warning,2.0,,Yes,
Inc001658,Kidnapping,South,Hillcrest,Oh,8299 Main St,32.643997,-71.757819,2020-04-16 09:30:25,Off0029,Jessica,Davis,2713.0,Sus00524,Jennifer,Flores,68.0,Male,White,Vic00040,Jessica,Hall,82.0,Female,3622056486,Knife,Critical,,Arrest Made,5.0,45555.23,No,Incident At 8299 Main St. Officer Responded At Scene.
Inc004885,Fraudulent Activity,North,Riverside,Pa,6654 River Rd,36.715831,-103.277068,2020-08-04 03:44:37,Off0146,Patricia,Anderson,9459.0,Sus00241,Anthony,Moore,62.0,Unknown,Hispanic,Vic00036,William,Jones,,Female,5797813543,Knife,,Closed,,3.0,49190.41,No,Incident At 6654 River Rd. Officer Responded At Scene.
Inc004814,Drunk Driving,Central,Centerville,Ny,1821 Maple Dr,29.034541,-120.01829,2019-11-30 05:46:40,Off0077,Michael,Young,4891.0,Sus00569,Joseph,Davis,69.0,Female,Asian,Vic00050,Joseph,Williams,87.0,Male,7396303512,Firearm,,Under Investigation,No Arrest,0.0,24643.54,Yes,
Inc002786,Dwi,Southeast,Riverside,Az,1140 Lincoln St,29.845464,,2024-03-09 12:12:22,Off0001,James,Garcia,4062.0,Sus00253,Carol,Jones,35.0,,,Vic00674,Jennifer,Wilson,44.0,Female,4369729874,,High,Closed,No Arrest,5.0,14919.21,No,
Inc004412,Trespass,Midtown,Springfield,Tx,5292 Park Rd,38.544362,-79.192807,2020-05-06 08:44:40,Off0051,Joseph,Flores,6047.0,Sus00628,James,Hall,68.0,Male,Asian,Vic00675,Barbara,Scott,54.0,Female,6597293082,,Critical,Pending,Arrest Made,1.0,23100.96,,Incident At 5292 Park Rd. Officer Responded At Scene.
Inc001832,Fraud,Midtown,Maplewood,Oh,3634 Elm Blvd,40.016455,-79.812258,2022-03-14 02:02:57,Off0134,William,Hill,2458.0,,,,,,,Vic00963,Michelle,Hill,22.0,Male,7009566950,,Critical,Pending,No Arrest,5.0,,Yes,Incident At 3634 Elm Blvd. Officer Responded At Scene.
Inc004380,Cyber Crime,East,Fairview,Ga,9672 Oak Ave,27.22863,-110.975263,2021-09-19 22:00:43,Off0135,Chris,Thompson,1819.0,Sus00484,Daniel,Torres,53.0,Female,White,Vic00680,Mark,Smith,15.0,Male,,Bat,Medium,Closed,No Arrest,2.0,,Yes,Incident At 9672 Oak Ave. Officer Responded At Scene.
Inc003905,Drug Offense,East,Lakewood,Nc,8329 Elm Blvd,36.525133,-73.795807,2021-07-12 09:36:02,Off0101,Donna,Green,8551.0,Sus00009,Mark,Wilson,54.0,,,Vic00728,Emily,Lee,26.0,Other,6442983981,,Medium,Closed,Dismissed,1.0,23363.44,Yes,
Inc003852,Theft,Southwest,Lakewood,Tx,5324 Main St,44.618956,-95.300563,2024-05-19 02:42:25,Off0069,Sarah,Jackson,1166.0,Sus00110,Matthew,Davis,,Male,White,Vic00605,Nancy,Lee,33.0,,,Knife,High,Closed,No Arrest,5.0,31178.36,Yes,Incident At 5324 Main St. Officer Responded At Scene.
Inc001352,Kidnapping,Southwest,Centerville,Pa,1232 Cedar Lane,35.569351,-99.510912,2020-12-31 14:17:45,Off0121,Chris,Brown,7826.0,,,,,,,Vic00161,Patricia,Allen,26.0,Female,4003615180,Pistol,Low,Closed,Warning,,34456.43,No,Incident At 1232 Cedar Lane. Officer Responded At Scene.
Inc001420,Fraudulent Activity,Southeast,Springfield,Az,2184 Cedar Lane,43.704787,-94.511629,2024-12-29 21:47:59,Off0012,Matthew,Allen,2781.0,Sus00527,Nancy,Lee,45.0,Female,Hispanic,Vic00951,James,Thompson,42.0,Female,2834263616,Unarmed,Critical,,No Arrest,,,Yes,Incident At 2184 Cedar Lane. Officer Responded At Scene.
Inc000759,Theft,North,Riverside,Nc,1298 Sunset Blvd,33.653017,-104.17681,2019-10-23 10:01:18,Off0045,Barbara,Hill,6061.0,Sus00543,Michael,Torres,70.0,Female,Hispanic,Vic00117,John,Taylor,,,7044118132,Hands/Feet,Medium,Closed,,0.0,44895.46,Yes,Incident At 1298 Sunset Blvd. Officer Responded At Scene.
Inc001694,Cyber Crime,Central,Fairview,Pa,6446 Maple Dr,47.098337,,2019-10-30 11:06:49,Off0131,Carol,Young,8685.0,Sus00703,James,Wright,43.0,Male,White,Vic00288,Jessica,Johnson,56.0,,3672367726,Hands/Feet,High,Under Investigation,Warning,2.0,24257.61,No,Incident At 6446 Maple Dr. Officer Responded At Scene.
Inc003415,Arson,East,Oakdale,Il,4091 Maple Dr,34.717852,-114.117269,,Off0119,Nancy,Jackson,3638.0,Sus00308,Barbara,Harris,42.0,Male,,Vic00334,David,Hill,,Female,7815229796,Unarmed,Critical,Under Investigation,Dismissed,4.0,25107.88,Yes,
Inc002780,Stealing,Southeast,Fairview,Ca,1877 Main St,33.502936,-116.521248,2024-11-27 16:04:07,Off0022,Emily,Green,1181.0,Sus00296,Chris,Wright,18.0,Male,,Vic00712,Chris,Johnson,50.0,Male,3907925527,Firearm,Low,Closed,Warning,2.0,13415.62,No,Incident At 1877 Main St. Officer Responded At Scene.
Inc000172,Fraud,Southeast,Springfield,Oh,2277 Lincoln St,,-106.110259,2024-04-11 06:43:58,Off0003,Sarah,Torres,6810.0,Sus00348,Jessica,Hall,63.0,Female,,Vic00551,Charles,Smith,82.0,Male,2322423518,Pistol,Critical,,Arrest Made,4.0,28693.94,Yes,Incident At 2277 Lincoln St. Officer Responded At Scene.
Inc001530,Assault,East,Fairview,Ca,1305 Lincoln St,,71.6584,2023-02-14 04:10:39,Off0131,Daniel,White,6139.0,Sus00022,Barbara,White,55.0,,White,Vic00012,Richard,Garcia,27.0,Male,,Unarmed,Medium,Resolved,No Arrest,3.0,34283.77,Yes,Incident At 1305 Lincoln St. Officer Responded At Scene.
Inc003473,Vandalism,Central,Oakdale,Pa,2653 Sunset Blvd,,-118.999785,2020-04-18 00:19:23,Off0006,Robert,Jones,3163.0,Sus00723,James,Anderson,,Unknown,Unknown,Vic00348,David,Thomas,34.0,Male,7913575736,Pistol,Medium,Closed,,5.0,41759.56,No,
Inc003112,Domestic Violence,North,Oakdale,Tx,7304 River Rd,25.927368,-105.393518,,Off0050,Anthony,Allen,4151.0,,,,,,,Vic00667,Jennifer,Allen,23.0,Other,4914823964,Bat,Medium,Open,,2.0,39867.68,Yes,Incident At 7304 River Rd. Officer Responded At Scene.
Inc001513,Roberry,North,Springfield,Ga,9023 Washington Ave,36.885603,-113.437735,2019-12-21 23:00:58,Off0093,Nancy,Wilson,1143.0,Sus00139,John,Jackson,51.0,Female,,Vic00047,Karen,Williams,39.0,Male,8424984342,Bat,High,Under Investigation,Warning,2.0,34251.66,Yes,Incident At 9023 Washington Ave. Officer Responded At Scene.
Inc000373,Roberry,Southeast,Hillcrest,Ny,9307 Oak Ave,28.471801,-116.13806,2023-07-01 06:34:17,Off0141,Sarah,Smith,7420.0,Sus00161,Charles,Miller,26.0,Female,Asian,,,,,,,Knife,High,Under Investigation,No Arrest,0.0,40810.72,Yes,
Inc002659,Fraud,West,Fairview,Oh,2707 River Rd,44.328271,-79.882092,2019-12-02 23:20:57,Off0063,Joseph,Wilson,8492.0,,,,,,,Vic00775,Patricia,Jackson,55.0,Male,7071634915,Knife,Medium,Closed,No Arrest,2.0,40576.54,,
Inc002984,Kidnapping,South,Oakdale,Il,6967 Cedar Lane,30.912314,-119.933587,2018-01-02 10:03:35,Off0040,Thomas,Jones,3191.0,Sus00252,Linda,Garcia,75.0,,Other,Vic00678,Mark,Miller,27.0,Male,7273647203,Hands/Feet,High,Open,No Arrest,,,No,Incident At 6967 Cedar Lane. Officer Responded At Scene.
Inc004287,Theft,West,Hillcrest,Oh,1029 River Rd,31.538096,-118.892993,2024-03-04 03:02:59,Off0075,John,Lee,1489.0,Sus00550,David,White,25.0,Other,White,,,,,,,Bat,Critical,Closed,Warning,1.0,,Yes,Incident At 1029 River Rd. Officer Responded At Scene.
Inc001399,Cyber Crime,Southwest,Hillcrest,Fl,7748 Oak Ave,30.946488,-77.124447,2024-08-06 14:19:18,Off0046,Chris,Hall,6670.0,Sus00014,Richard,Torres,24.0,Male,Asian,Vic00840,Matthew,White,57.0,Male,7957785476,Firearm,High,Open,Dismissed,1.0,4158.54,,Incident At 7748 Oak Ave. Officer Responded At Scene.
Inc002283,Cyber Crime,South,Lakewood,Oh,9860 Washington Ave,39.905295,-88.1374,,Off0148,Patricia,Miller,6706.0,Sus00059,Linda,Garcia,,,Asian,Vic00802,Ashley,Taylor,85.0,Female,9475207321,Hands/Feet,Low,Closed,,3.0,14474.08,Yes,Incident At 9860 Washington Ave. Officer Responded At Scene.
Inc000572,Cyber Crime,Midtown,Riverside,Tx,3171 Washington Ave,33.790383,-74.050545,2022-02-06 12:06:26,Off0071,Ashley,Scott,8327.0,Sus00082,Nancy,Smith,28.0,Female,White,Vic00213,Matthew,Wright,42.0,Female,7337006286,Blunt Object,Medium,Under Investigation,Arrest Made,2.0,15401.99,No,Incident At 3171 Washington Ave. Officer Responded At Scene.
Inc003565,Cyber Crime,North,Springfield,Pa,6730 Park Rd,39.369398,-105.783445,2019-07-05 20:19:57,Off0021,Jessica,Smith,2050.0,Sus00473,Sarah,Scott,45.0,Male,Hispanic,Vic00358,Charles,Allen,13.0,Other,6177714780,,Critical,Open,No Arrest,2.0,19395.7,Yes,
Inc003617,Kidnapping,Midtown,Hillcrest,Nc,7445 Oak Ave,,-87.271268,2021-02-19 06:53:53,Off0044,Daniel,Anderson,5367.0,,,,,,,Vic00444,Robert,Hill,21.0,Male,,Firearm,Critical,Open,Dismissed,1.0,38413.4,Yes,Incident At 7445 Oak Ave. Officer Responded At Scene.
Inc003775,Burglary,Southeast,Hillcrest,Oh,4484 Washington Ave,40.73424,-99.265712,2020-10-16 23:25:09,Off0149,Karen,Wilson,4849.0,Sus00255,Carol,Jackson,71.0,Female,Unknown,Vic00222,Thomas,Garcia,26.0,Male,2883884219,,Low,Open,Warning,1.0,,No,Incident At 4484 Washington Ave. Officer Responded At Scene.
Inc003628,Arson,Central,Hillcrest,Ca,1407 Cedar Lane,27.414518,-99.149936,2024-05-26 05:21:09,Off0063,James,Torres,4166.0,Sus00186,David,Williams,16.0,Female,Hispanic,Vic00920,Jessica,Garcia,21.0,Female,7062654667,,Critical,Pending,Warning,2.0,11462.65,Yes,
Inc001456,Assault & Battery,Southwest,Hillcrest,Ga,3457 Lincoln St,40.760252,-78.145335,2024-03-12 10:18:41,Off0088,Matthew,Wilson,4128.0,Sus00284,Matthew,Harris,59.0,,Black,Vic00137,Barbara,Johnson,,Male,7193692017,Rifle,Medium,Under Investigation,Warning,0.0,12583.07,No,Incident At 3457 Lincoln St. Officer Responded At Scene.
Inc003127,Manslaughter,North,Fairview,Il,5551 Lincoln St,35.495659,-89.537874,2022-12-08 21:52:03,Off0143,Jessica,Wilson,4070.0,,,,,,,Vic00527,Chris,Green,14.0,Other,5022424247,,Critical,Closed,Dismissed,0.0,30135.87,Yes,
Inc003729,Drunk Driving,South,Springfield,Fl,4842 Maple Dr,41.98294,-92.852624,2019-05-01 18:09:06,Off0048,David,Thomas,9931.0,Sus00020,Emily,Green,64.0,Male,White,Vic00089,Michael,Wright,40.0,Unknown,4078373029,Blunt Object,Low,Pending,,4.0,4642.36,Yes,Incident At 4842 Maple Dr. Officer Responded At Scene.
Inc004524,Burglary,South,Maplewood,Tx,9978 Lincoln St,43.534374,-110.896569,2020-12-26 14:30:56,Off0054,William,Thomas,2079.0,Sus00195,Jessica,Wright,23.0,Female,Unknown,Vic00846,Chris,Wright,84.0,,,Blunt Object,Low,Under Investigation,,3.0,,Yes,
Inc000842,Manslaughter,Midtown,Lakewood,Oh,1717 Washington Ave,47.841989,-114.386325,2021-08-17 08:21:55,Off0026,Donna,Scott,5009.0,,,,,,,Vic00426,Mary,Martin,47.0,Male,2794308865,Unarmed,Critical,,Arrest Made,3.0,6797.41,No,Incident At 1717 Washington Ave. Officer Responded At Scene.
Inc004243,Theft,South,Centerville,Ny,438 Cedar Lane,28.918081,-102.024933,2023-03-08 14:22:40,Off0146,David,Anderson,2757.0,Sus00640,John,Smith,50.0,Female,,Vic00545,Barbara,Miller,68.0,Female,6842045334,Rifle,Medium,Under Investigation,Dismissed,2.0,15203.96,Yes,Incident At 438 Cedar Lane. Officer Responded At Scene.
Inc001878,Burglary,Central,Maplewood,Pa,8171 Sunset Blvd,39.513442,-85.634197,2024-08-06 04:10:14,Off0147,Chris,Anderson,3683.0,Sus00783,Anthony,Scott,75.0,Unknown,White,Vic00545,Jennifer,Flores,61.0,Female,7231876204,Hands/Feet,High,Pending,Dismissed,1.0,29114.56,No,Incident At 8171 Sunset Blvd. Officer Responded At Scene.
Inc001815,Homocide,Southeast,Springfield,Az,6975 River Rd,34.495631,-82.137768,2018-05-25 18:23:30,Off0145,Matthew,Jackson,6231.0,Sus00314,Emily,Wright,73.0,,,Vic00170,Chris,Taylor,44.0,Female,7894452135,,High,Open,Warning,2.0,37572.0,No,
Inc001289,Fraud,East,Lakewood,Az,5551 Park Rd,27.075193,-96.606583,2022-12-20 23:23:49,Off0018,James,Anderson,4782.0,Sus00453,Susan,Jackson,,Female,Asian,Vic00916,Michael,Wilson,34.0,Female,5146592215,Knife,Low,Under Investigation,Arrest Made,0.0,8424.83,Yes,
Inc000743,Dom. Violence,West,Centerville,Pa,3055 Oak Ave,45.850543,-75.614174,2024-01-09 06:49:40,Off0126,Donna,Moore,1101.0,Sus00757,Susan,Nguyen,47.0,Female,Black,Vic00125,Barbara,Scott,79.0,,7114142098,Hands/Feet,High,Closed,Dismissed,2.0,44118.93,,
Inc000603,Theft,Southwest,Fairview,Ca,4738 Elm Blvd,26.258904,-90.430103,2023-08-12 02:09:20,Off0099,Thomas,Torres,6873.0,Sus00684,Nancy,White,44.0,Female,Other,Vic00195,Daniel,Jackson,,Female,2438631621,Hands/Feet,Low,Closed,,3.0,36636.71,Yes,Incident At 4738 Elm Blvd. Officer Responded At Scene.
Inc003177,Cyber Crime,Central,Riverside,Pa,8251 Sunset Blvd,47.177172,-120.614959,2022-09-13 15:30:55,Off0064,William,Thomas,3903.0,Sus00601,Daniel,Johnson,34.0,Male,Black,Vic00749,William,Taylor,52.0,Female,,Rifle,Medium,Resolved,Arrest Made,4.0,36075.24,Yes,Incident At 8251 Sunset Blvd. Officer Responded At Scene.
Inc002897,Breaking & Entering,South,Riverside,Ca,2847 Elm Blvd,39.159314,-84.104003,2020-01-11 14:18:57,Off0140,Barbara,White,4328.0,Sus00189,Emily,Jackson,21.0,Male,Unknown,Vic00410,Linda,Torres,79.0,Female,2328277295,,,Closed,Dismissed,2.0,47306.29,Yes,Incident At 2847 Elm Blvd. Officer Responded At Scene.
Inc000796,Vandalism,Central,Fairview,Az,6200 Elm Blvd,28.74535,-92.103266,2018-08-24 23:25:56,Off0027,Chris,Smith,9379.0,Sus00320,John,Johnson,,,Black,,,,,,,Knife,High,Pending,No Arrest,0.0,14809.71,No,
Inc002120,Sexual Assualt,Southwest,Centerville,Az,678 Elm Blvd,36.434787,-119.546767,2023-05-19 05:33:18,Off0045,Patricia,Scott,1085.0,Sus00029,Matthew,Taylor,50.0,Male,,Vic00623,Emily,Garcia,59.0,,3675387671,Pistol,High,Pending,Dismissed,0.0,43175.18,Yes,Incident At 678 Elm Blvd. Officer Responded At Scene.
Inc003812,D.U.I.,Central,Lakewood,Pa,2286 Lincoln St,32.951376,-97.210919,2019-10-29 05:16:40,Off0128,Barbara,Thomas,7326.0,Sus00599,Patricia,Nguyen,16.0,Female,White,Vic00704,Barbara,Moore,55.0,Male,7013315445,Firearm,Low,Open,Dismissed,5.0,18563.35,No,Incident At 2286 Lincoln St. Officer Responded At Scene.
Inc001172,Scam,Midtown,Springfield,Pa,8692 Park Rd,41.025044,-113.736965,2019-05-27 12:01:41,Off0097,Daniel,Jackson,,,,,,,,,,,,,,Firearm,Critical,,Warning,,11069.15.0,Yes,Incident At 8692 Park Rd. Officer Responded At Scene.
Inc001913,Homicide,Northeast,Oakdale,Tx,3969 Washington Ave,26.151168,-102.070981,2020-04-19 02:43:55,Off0012,Mary,Scott,3994.0,Sus00525,James,Harris,27.0,Male,Asian,Vic00234,Michelle,Allen,16.0,Female,2493979074,Firearm,Low,Closed,No Arrest,0.0,7703.46,Yes,Incident At 3969 Washington Ave. Officer Responded At Scene.
Inc000477,Domestic Violence,West,Riverside,Ny,2380 River Rd,33.707163,-116.995077,2022-07-27 18:06:44,Off0071,Karen,Taylor,1770.0,Sus00352,Richard,Davis,26.0,,Black,Vic00115,Richard,Johnson,47.0,Male,,,Low,Closed,Dismissed,4.0,45249.19,,
Inc003704,Drug Offense,North,Oakdale,Fl,6630 Main St,29.159178,74.6819,2023-01-04 23:10:44,Off0011,Karen,Thomas,4520.0,,,,,,,Vic00506,Mary,Scott,49.0,Female,7803415241,,High,Open,No Arrest,,22618.86,No,
Inc001748,Theft,Northwest,Centerville,Fl,3667 Lincoln St,43.728283,-95.987522,2023-10-28 14:38:48,Off0085,Thomas,White,9447.0,Sus00051,Jessica,Jackson,37.0,Male,Hispanic,Vic00272,Susan,Davis,14.0,Male,4905378006,,Critical,Open,,0.0,45955.32,Yes,
Inc004442,Fraudulent Activity,South,Riverside,Ga,5906 River Rd,28.591051,-112.743369,2018-10-11 00:06:31,Off0146,Michael,Jackson,1157.0,Sus00727,Matthew,Smith,68.0,Male,Unknown,Vic00610,Mary,Thomas,42.0,,4805922460,Blunt Object,High,Open,,3.0,28178.45,,Incident At 5906 River Rd. Officer Responded At Scene.
Inc001380,Roberry,Northeast,Riverside,Ny,8754 Park Rd,29.338067,-74.465531,2023-03-28 22:08:11,Off0078,John,Taylor,6524.0,Sus00185,Michelle,Hill,54.0,Other,Hispanic,Vic00473,Ashley,White,21.0,Male,5786467743,Hands/Feet,Critical,Under Investigation,No Arrest,0.0,2922.19,No,
Inc004874,Cyber Crime,South,Hillcrest,Tx,9530 Washington Ave,,-73.699108,2018-12-21 02:40:13,Off0030,John,Flores,7266.0,Sus00560,Robert,Miller,46.0,Male,Black,Vic00865,Nancy,White,61.0,Other,,Bat,High,Resolved,,2.0,13472.21,No,Incident At 9530 Washington Ave. Officer Responded At Scene.
Inc002439,Duii,Southwest,Maplewood,Fl,7255 Sunset Blvd,31.291501,-86.266873,2018-08-20 15:19:44,Off0090,Chris,Jones,3506.0,Sus00593,Joseph,Garcia,19.0,Male,Black,Vic00052,Mary,Garcia,22.0,Female,7457873018,Blunt Object,Medium,Open,Dismissed,1.0,-32760.37,Yes,Incident At 7255 Sunset Blvd. Officer Responded At Scene.
Inc004522,Burglary,North,Lakewood,Ca,8095 Cedar Lane,38.13006,-82.908964,2024-04-16 09:10:26,Off0113,Joseph,Green,,,,,,,,Vic00345,Ashley,Green,,Male,,Blunt Object,Medium,Open,No Arrest,5.0,,No,
Inc000919,Sex Assault,Midtown,Fairview,Az,256 Lincoln St,38.315884,-113.127148,,Off0031,James,Jones,9535.0,Sus00353,Matthew,Nguyen,21.0,Female,Asian,Vic00542,Robert,Taylor,52.0,Other,2113524041,,Medium,Pending,Arrest Made,0.0,,No,Incident At 256 Lincoln St. Officer Responded At Scene.
Inc004801,Cyber Crime,Central,Maplewood,Ny,8649 Cedar Lane,43.602079,-120.04887,2023-11-12 15:15:44,Off0080,Daniel,Brown,3260.0,,,,,,,Vic00498,Chris,Flores,61.0,Male,2004055380,Rifle,Medium,Closed,Warning,5.0,2088.72,Yes,Incident At 8649 Cedar Lane. Officer Responded At Scene.
Inc004682,Narcotics,Midtown,Oakdale,Il,8846 Maple Dr,33.264555,-85.154601,2020-09-06 15:34:48,Off0089,William,Lee,8601.0,,,,,,,Vic00401,Sarah,Garcia,37.0,,8765072961,,Critical,Resolved,Dismissed,3.0,4201.34,No,Incident At 8846 Maple Dr. Officer Responded At Scene.
Inc001207,Homicide,North,Oakdale,Tx,1625 Maple Dr,46.79647,,2024-10-31 13:44:54,Off0025,Mary,Harris,5899.0,Sus00610,Patricia,Thompson,48.0,Female,,Vic00894,Patricia,Williams,57.0,Female,7407221450,Blunt Object,Critical,Closed,Dismissed,3.0,41693.54,No,Incident At 1625 Maple Dr. Officer Responded At Scene.
Inc001330,Trespassing,East,Lakewood,Tx,1921 Oak Ave,27.38837,-91.537823,2022-11-14 09:01:23,Off0141,Michael,Hall,1800.0,Sus00520,Charles,Miller,,Male,Asian,Vic00048,Anthony,Williams,,Female,8647192350,,High,Open,Warning,0.0,42920.98,Yes,
Inc002154,Kidnaping,East,Hillcrest,Ny,2704 Lincoln St,30.927853,-116.076068,2020-05-13 07:48:57,Off0099,Anthony,Smith,1078.0,Sus00490,David,Brown,48.0,Male,Black,Vic00336,Emily,Harris,56.0,Male,4771882776,Firearm,Medium,Open,Warning,4.0,10932.68,Yes,Incident At 2704 Lincoln St. Officer Responded At Scene.
Inc004345,Sex Assault,South,Centerville,Ny,3584 Sunset Blvd,40.278461,-108.776757,2024-06-03 14:20:29,Off0129,Mark,Garcia,6352.0,Sus00695,Susan,Green,58.0,Female,Hispanic,Vic00986,Donna,Flores,30.0,Male,,Unarmed,High,Closed,,0.0,44053.65,Yes,Incident At 3584 Sunset Blvd. Officer Responded At Scene.
Inc004071,Assault,Southeast,Maplewood,Az,1971 Oak Ave,38.407181,-92.03511,2018-11-02 16:07:46,Off0111,Mary,Johnson,1727.0,Sus00638,John,Wilson,61.0,Male,Asian,Vic00734,David,Brown,28.0,Female,3687398823,Hands/Feet,Low,,,5.0,32572.96,No,Incident At 1971 Oak Ave. Officer Responded At Scene.
Inc000421,Drugs,Northeast,Fairview,Fl,2965 Lincoln St,40.377648,-113.143819,2020-12-11 20:09:38,Off0036,Daniel,Hill,6122.0,Sus00104,Thomas,Taylor,46.0,Male,,Vic00087,Mary,Taylor,16.0,Female,8521486951,Firearm,Critical,Closed,,3.0,22705.4,Yes,Incident At 2965 Lincoln St. Officer Responded At Scene.
Inc004892,Burglry,Southeast,Springfield,Ca,2609 River Rd,31.381698,-112.18298,2021-10-24 09:56:46,Off0046,Mark,Walker,6114.0,Sus00050,David,Walker,26.0,Female,,Vic00432,David,Green,24.0,Male,6748161580,Blunt Object,Medium,Open,Warning,,37965.42,No,Incident At 2609 River Rd. Officer Responded At Scene.
Inc000408,Burglary,Southeast,Hillcrest,Az,9395 Oak Ave,43.271871,-116.814057,2018-09-20 15:29:09,Off0023,Mary,Brown,9698.0,Sus00469,Mary,Davis,59.0,Male,,Vic00567,Carol,Wright,88.0,Male,8851758445,Knife,High,Pending,Warning,2.0,34679.3,,Incident At 9395 Oak Ave. Officer Responded At Scene.
Inc000064,Property Damage,Central,Riverside,Fl,4985 Lincoln St,25.927586,-78.531913,2020-10-15 10:04:01,Off0038,John,Allen,5066.0,Sus00365,Mary,Hall,34.0,Female,Hispanic,Vic00032,Michelle,White,81.0,,7633552551,,Medium,Under Investigation,Warning,,,No,
Inc001737,Burglary,South,Riverside,Pa,2399 Washington Ave,29.298775,-86.063101,,Off0090,Susan,Wright,7409.0,,,,,,,Vic00609,Chris,Smith,39.0,Unknown,8719328462,Firearm,Low,,Arrest Made,3.0,37246.23,Yes,Incident At 2399 Washington Ave. Officer Responded At Scene.
Inc003525,B&E,South,Hillcrest,Oh,4581 Cedar Lane,36.560394,-78.604929,,Off0068,Michelle,Flores,5856.0,Sus00144,Mark,Taylor,22.0,Other,White,Vic00710,Ashley,Young,79.0,Male,8618186001,Blunt Object,Medium,Under Investigation,Warning,3.0,45253.57,Yes,Incident At 4581 Cedar Lane. Officer Responded At Scene.
Inc000587,Drunk Driving,Central,Riverside,Ca,6689 Maple Dr,35.318594,-75.959746,2020-10-10 16:33:36,Off0022,Sarah,Moore,6538.0,Sus00260,Michael,Scott,59.0,,White,,,,,,,Firearm,Low,Closed,,0.0,45367.31,No,
Inc003747,Theft,South,Hillcrest,Oh,8744 Lincoln St,,-86.107741,2023-11-11 04:40:25,Off0032,Barbara,Flores,1937.0,Sus00494,Carol,Miller,71.0,Male,Black,Vic00340,Chris,Lee,,Male,5366771900,Firearm,Medium,Resolved,,5.0,2361.43,No,
Inc002502,Sexual Assualt,Southwest,Lakewood,Il,3315 Elm Blvd,33.639261,-77.942365,2023-12-17 17:35:38,Off0054,Barbara,Torres,7834.0,Sus00450,Michelle,Williams,28.0,Female,Hispanic,Vic00576,Michelle,Garcia,32.0,Female,3899133800,,Medium,Closed,Warning,1.0,25311.87,,Incident At 3315 Elm Blvd. Officer Responded At Scene.
Inc004046,Property Damage,Southwest,Hillcrest,Ny,3636 Sunset Blvd,46.935554,76.7722,2018-05-17 16:13:30,Off0016,William,Thomas,7486.0,Sus00244,Patricia,Torres,15.0,Female,Hispanic,Vic00758,Emily,Walker,63.0,Other,7909363724,Bat,Critical,Resolved,No Arrest,0.0,31257.05,,
